milestone,table_name,locked_source_file,locked_grain_fields,locked_row_count,locked_grain_status,analytical_anchor_disposition,fanout_status_from_4_0_3_B,preaggregation_disposition_from_4_0_3_B,profiled_path_participation_rows_from_4_0_3_C,source_role_path_rows,target_role_path_rows,full_match_path_rows,partial_match_path_rows,no_match_path_rows,fanout_risk_path_rows,target_duplicate_warning_path_rows,construction_readiness_evidence,construction_decision,analytical_dataset_constructed,constructed_dataset_path,construction_decision_reason,deferred_to
4.0.3-D,gateway_settlement_transactions,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\gateway_settlement_transactions.csv,id,5,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,wallets,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\wallets.csv,wallet_id,5,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,wallet_withdrawal_requests,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\wallet_withdrawal_requests.csv,request_id,4,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,reviews,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\reviews.csv,id,3,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,coupons,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\coupons.csv,couponCode,2,FULLY_POPULATED_UNIQUE_KEY,DEFERRED_PENDING_EVIDENCE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,courier_settlement_transactions,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\courier_settlement_transactions.csv,id,2,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,user_wallet_bank_accounts,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\user_wallet_bank_accounts.csv,id,2,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,variant_attributes,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\variant_attributes.csv,id,121,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,variant_attributes_temp,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\variant_attributes_temp.csv,id,60,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,delivery_challan_items,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\delivery_challan_items.csv,id,18,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,bom_item,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\bom_item.csv,id,7,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,cart_items,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\cart_items.csv,cart_item_id,5,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,vendor_payment_orders,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\vendor_payment_orders.csv,id,5,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,logistics_partners,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\logistics_partners.csv,id,2,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,payment_gateways,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\payment_gateways.csv,id,2,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,banners,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\banners.csv,id,1,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
